     Index              y_true              y_pred        descriptor_1        descriptor_2
       670   -0.4964441708E+00   -0.1178487909E+01    0.1512841149E+01   -0.3367639128E+01
       671   -0.2055416362E+01   -0.1042306211E+01    0.1325866704E+01   -0.1165925132E+02
       672   -0.2593504626E+01   -0.2668330040E+01    0.2373950196E+01   -0.2191837634E+03
       673   -0.2791860701E+01   -0.2677820913E+01    0.3111534944E+01   -0.3109031955E+02
       674   -0.1396718261E+01   -0.1050010720E+01    0.1295357170E+01   -0.2182369349E+02
       675   -0.1389826756E+01   -0.1065378875E+01    0.1312617690E+01   -0.2188167963E+02
       676   -0.1335473192E+01   -0.1096428058E+01    0.1348400851E+01   -0.2176313651E+02
       677   -0.2119877063E+01   -0.1789774960E+01    0.1954919706E+01   -0.6894577703E+02
       678   -0.1936335774E+01   -0.1921622149E+01    0.2225254982E+01   -0.3780400381E+02
       679   -0.1551778044E+01   -0.1653952356E+01    0.1905780122E+01   -0.4167126809E+02
       680   -0.3277530092E+01   -0.3256947297E+01    0.3363263639E+01   -0.1364618095E+03
       681   -0.1212922121E+01   -0.1135519856E+01    0.1325253708E+01   -0.3926392290E+02
       682   -0.9400047100E+00   -0.7563417505E+00    0.1020855667E+01   -0.6396536599E+01
       683   -0.1083233449E+01   -0.8234898104E+00    0.1093224120E+01   -0.7438700537E+01
       684   -0.8047650708E+00   -0.5819238097E+00    0.8234397930E+00   -0.6132042979E+01
       685   -0.1542813985E+01   -0.1371779832E+01    0.1657520681E+01   -0.2283766741E+02
       686   -0.2184293394E+01   -0.2497364167E+01    0.2717615982E+01   -0.7990301912E+02
       687   -0.1011337954E+01   -0.1062325524E+01    0.1315859510E+01   -0.2014365699E+02
       688   -0.9528210050E+00   -0.1059955598E+01    0.1313156943E+01   -0.2014527876E+02
       689   -0.1246377285E+01   -0.1800689502E+01    0.2150487814E+01   -0.2154618051E+02
       690   -0.1217392694E+01   -0.1796088167E+01    0.2145278635E+01   -0.2153949607E+02
       691   -0.1515980523E+01   -0.1834155300E+01    0.2249911368E+01   -0.5668968479E+01
       692   -0.1250928389E+01   -0.1082947231E+01    0.1331223223E+01   -0.2223940678E+02
       693   -0.2865182996E+01   -0.2475312400E+01    0.2509473098E+01   -0.1272777165E+03
       694   -0.1321037598E+01   -0.9496743880E+00    0.1181093647E+01   -0.2185200507E+02
       695   -0.1337358768E+01   -0.9384042211E+00    0.1168418447E+01   -0.2181395210E+02
       696   -0.2269785431E+01   -0.1845119710E+01    0.1941528452E+01   -0.8870727995E+02
       697   -0.3354609115E+01   -0.3263892114E+01    0.2358448895E+01   -0.3985541077E+03
       698   -0.3372459819E+01   -0.3219747109E+01    0.2379682094E+01   -0.3800607755E+03
       699   -0.2189634994E+01   -0.1933285527E+01    0.2128697953E+01   -0.6622728734E+02
       700   -0.1087310077E+01   -0.1213233607E+01    0.1091806501E+01   -0.1225625893E+03
       701   -0.9154838980E+00   -0.9658884823E+00    0.1278518748E+01   -0.1412366647E+01
       702   -0.2401667448E+01   -0.2140301847E+01    0.2229721243E+01   -0.1010366527E+03
       703   -0.2388231491E+01   -0.2145619796E+01    0.2234855393E+01   -0.1012737560E+03
       704   -0.2749239488E+01   -0.2508332144E+01    0.2269212575E+01   -0.1991798783E+03
       705   -0.8656622371E+00   -0.1255066498E+01    0.1314389255E+01   -0.7727523053E+02
       706   -0.2571759721E+01   -0.1822126264E+01    0.1634904504E+01   -0.1612917436E+03
       707   -0.2516982834E+01   -0.2280053504E+01    0.2212310708E+01   -0.1466913038E+03
       708   -0.2881055332E+01   -0.2791271247E+01    0.2335699813E+01   -0.2652820907E+03
       709   -0.2533227781E+01   -0.2046214542E+01    0.2209759820E+01   -0.7849942708E+02
       710   -0.2061404239E+01   -0.1878697581E+01    0.2022114196E+01   -0.7773831863E+02
       711   -0.1934603497E+01   -0.1784218675E+01    0.2012528587E+01   -0.5240051410E+02
       712   -0.2186387918E+01   -0.1960090455E+01    0.2341168204E+01   -0.1913219226E+02
       713   -0.2170336234E+01   -0.2005087792E+01    0.2392976096E+01   -0.1897335111E+02
       714   -0.2216385554E+01   -0.2102656353E+01    0.2505203396E+01   -0.1865706850E+02
       715   -0.2236737677E+01   -0.2109309380E+01    0.2512863513E+01   -0.1863355105E+02
       716   -0.1495215989E+01   -0.1753986226E+01    0.2051459150E+01   -0.3342352267E+02
       717   -0.9417172147E+00   -0.1367048413E+01    0.1502266521E+01   -0.6162453045E+02
       718   -0.2002558444E+01   -0.2337375437E+01    0.2039094685E+01   -0.2083978451E+03
       719   -0.2073737796E+01   -0.1904471486E+01    0.2167830537E+01   -0.4761565176E+02
       720   -0.2384929748E+01   -0.2160542222E+01    0.2180019279E+01   -0.1198592100E+03
       721   -0.2029757903E+01   -0.2056643985E+01    0.2225821232E+01   -0.7741357931E+02
       722   -0.2259510872E+01   -0.1896960079E+01    0.2101982554E+01   -0.6244552609E+02
       723   -0.1995478038E+01   -0.1922989676E+01    0.2358719927E+01   -0.3665748313E+01
       724   -0.1969998299E+01   -0.1920935412E+01    0.2356225471E+01   -0.3706455224E+01
       725   -0.1943362555E+01   -0.1920944327E+01    0.2356182358E+01   -0.3720237629E+01
       726   -0.1878765900E+00   -0.2279619830E+00    0.4295541346E+00   -0.3848912032E+01
       727   -0.1902658929E+01   -0.1763154870E+01    0.1983983917E+01   -0.5358584193E+02
       728   -0.2714926286E+01   -0.3125299774E+01    0.2295519726E+01   -0.3740328354E+03
       729   -0.1742087439E+01   -0.1716829737E+01    0.2136577796E+01   -0.4542618242E+00
       730   -0.2421152836E+01   -0.2125256255E+01    0.1638753367E+01   -0.2495499031E+03
       731   -0.4539060768E+00   -0.3266559606E+00    0.5189169106E+00   -0.9781369869E+01
       732   -0.5492699758E-01    0.3375999917E-01    0.1491328655E+00    0.6396609740E+00
       733   -0.1826686498E+01   -0.1534981303E+01    0.1871154116E+01   -0.1560243231E+02
       734   -0.1420943737E+01   -0.1836275235E+01    0.1899164578E+01   -0.9706692329E+02
       735   -0.3175555777E+01   -0.2640036429E+01    0.2888579418E+01   -0.7766617420E+02
       736   -0.1648824746E+01   -0.2010941326E+01    0.2236269873E+01   -0.6125266666E+02
       737   -0.1858383946E+01   -0.1720879640E+01    0.1909652987E+01   -0.6037517968E+02
       738   -0.2507193581E+01   -0.2458000260E+01    0.2938485855E+01   -0.1115119526E+02
       739   -0.1281550320E+01   -0.1065922568E+01    0.8558681332E+00   -0.1402491854E+03
       740   -0.2806526278E+01   -0.2349376549E+01    0.2077826568E+01   -0.2019076135E+03
       741   -0.2798677329E+01   -0.2351414428E+01    0.2079942104E+01   -0.2019601473E+03
       742   -0.1865583602E+01   -0.2022197453E+01    0.2129698800E+01   -0.9214768666E+02
       743   -0.8426870057E+00   -0.1414222235E+01    0.1632819175E+01   -0.4172728467E+02
       744   -0.1922054381E+01   -0.1912299844E+01    0.2347812878E+01   -0.3340970551E+01
       745   -0.2361334146E+01   -0.2469906646E+01    0.2792417425E+01   -0.5245964980E+02
       746   -0.1465816899E+01   -0.1461230459E+01    0.1064030953E+01   -0.2027716694E+03
       747   -0.2623451180E+01   -0.2020089643E+01    0.1643250247E+01   -0.2174206195E+03
       748   -0.1417693400E+01   -0.1534767477E+01    0.1434430143E+01   -0.1285642436E+03
       749   -0.2570937356E+01   -0.2035446928E+01    0.1850837238E+01   -0.1682186501E+03
       750   -0.2574546668E+01   -0.2872562743E+01    0.2300702047E+01   -0.2982752051E+03
       751   -0.3158839633E+01   -0.3241366905E+01    0.2372855914E+01   -0.3881931797E+03
       752   -0.3114201863E+01   -0.3246577311E+01    0.2375845362E+01   -0.3889536698E+03
       753   -0.1872409527E+01   -0.2099511892E+01    0.2360288787E+01   -0.5523530853E+02
       754   -0.9662139538E+00   -0.2012859469E+01    0.2424508546E+01   -0.1310101873E+02
       755   -0.7935191685E+00   -0.4457232719E+00    0.6809380022E+00   -0.2908523187E+01
       756   -0.2976782157E+01   -0.2625323275E+01    0.2368069164E+01   -0.2080427776E+03
       757   -0.2250771804E+01   -0.2363092619E+01    0.2119492636E+01   -0.1951629665E+03
       758   -0.2226230182E+01   -0.1915279148E+01    0.2125272598E+01   -0.6181193662E+02
       759   -0.2220913736E+01   -0.1918344538E+01    0.2128695648E+01   -0.6182862669E+02
       760   -0.2423501983E+01   -0.2159642876E+01    0.2187468146E+01   -0.1176666275E+03
       761   -0.2085743156E+01   -0.1840214533E+01    0.2122459222E+01   -0.4043785470E+02
       762   -0.1515225059E+01   -0.2084061388E+01    0.1791476785E+01   -0.1978953648E+03
       763   -0.1152880658E+01   -0.1410474243E+01    0.1081264003E+01   -0.1833669621E+03
       764   -0.2265599373E+01   -0.2486065414E+01    0.3013503845E+01    0.0000000000E+00
       765   -0.2197607287E+01   -0.2423611393E+01    0.2942448982E+01    0.0000000000E+00
       766   -0.2168343955E+01   -0.2147061837E+01    0.2260123531E+01   -0.9515892445E+02
       767   -0.1926345856E+01   -0.2153671295E+01    0.2604305206E+01   -0.8030332177E+01
       768   -0.6014220279E+00   -0.5996893827E+00    0.8274525327E+00   -0.1032447411E+02
       769   -0.3253369849E+01   -0.2741621849E+01    0.2455770611E+01   -0.2195887252E+03
       770   -0.1972119016E+01   -0.2098085994E+01    0.1974912396E+01   -0.1545514093E+03
       771   -0.1370358700E+01   -0.1267222743E+01    0.1353016457E+01   -0.7085776790E+02
       772   -0.1699530093E+01   -0.1588198849E+01    0.1766999342E+01   -0.5822732177E+02
       773   -0.3447010308E+01   -0.2809990264E+01    0.3367274187E+01   -0.3820878243E+01
       774   -0.1547365507E+01   -0.1785266932E+01    0.2120692280E+01   -0.2471625120E+02
       775   -0.2020135836E+01   -0.2118486696E+01    0.1476592002E+01   -0.2895242460E+03
       776   -0.2019724009E+01   -0.2157887881E+01    0.1487286089E+01   -0.2983579716E+03
       777   -0.2312259671E+00   -0.2281902924E+00    0.3783634774E+00   -0.1716434912E+02
       778   -0.2556128819E+01   -0.2040668991E+01    0.1856348859E+01   -0.1683298306E+03
       779   -0.2647891099E+01   -0.2383748926E+01    0.2147058313E+01   -0.1941110187E+03
       780   -0.2681433347E+01   -0.2562217317E+01    0.2989584438E+01   -0.2861270683E+02
       781   -0.1320041772E+01   -0.1385834565E+01    0.1332350839E+01   -0.1111303801E+03
       782   -0.3052300474E+01   -0.2483060300E+01    0.1943302212E+01   -0.2760848364E+03
       783   -0.1693952706E+01   -0.1340607278E+01    0.1041245671E+01   -0.1731519816E+03
       784   -0.1384199624E+01   -0.1084776086E+01    0.7815501264E+00   -0.1650340594E+03
       785   -0.5502340097E+00   -0.1297987547E+01    0.1552739263E+01   -0.2822768396E+02
       786   -0.1061372671E+01   -0.1279556485E+01    0.1600115041E+01   -0.1053988496E+02
       787   -0.9436068533E+00   -0.8937722761E+00    0.5309597717E+00   -0.1736476160E+03
       788   -0.1953351049E+01   -0.1653119863E+01    0.1973409347E+01   -0.2392360979E+02
       789   -0.1501215012E+01   -0.1377656019E+01    0.1707883703E+01   -0.1153384481E+02
       790   -0.2099479654E+01   -0.2352144117E+01    0.2769734523E+01   -0.2365576254E+02
       791   -0.2069431688E+01   -0.2122217436E+01    0.1859526447E+01   -0.1915187669E+03
       792   -0.2212945652E+01   -0.1881215051E+01    0.1973411448E+01   -0.9108390666E+02
       793   -0.1007233479E+01   -0.1223201263E+01    0.1425773525E+01   -0.3906635785E+02
       794   -0.1007033140E+01   -0.1223155674E+01    0.1425676777E+01   -0.3907797309E+02
       795   -0.1042867296E+01   -0.1219705848E+01    0.1422617499E+01   -0.3885394436E+02
       796   -0.1701807060E+01   -0.1835230282E+01    0.2118266583E+01   -0.4005534174E+02
       797   -0.1273745476E+01   -0.1196700661E+01    0.1430330970E+01   -0.3008399022E+02
       798   -0.6161466307E+00   -0.6232500848E+00    0.8574716519E+00   -0.9492748519E+01
       799   -0.2806553435E+01   -0.2349313995E+01    0.2077756300E+01   -0.2019073803E+03
       800   -0.2517978737E+01   -0.2872454733E+01    0.2263701919E+01   -0.3078190869E+03
       801   -0.1045431629E+01   -0.1365330345E+01    0.1728810417E+01   -0.2488783988E+01
       802   -0.1714522224E+01   -0.1625153368E+01    0.2000936600E+01   -0.8565003158E+01
       803   -0.2298942529E+01   -0.2913053432E+01    0.2311696323E+01   -0.3073520373E+03
       804   -0.9275267788E+00   -0.1778351074E+01    0.2161858544E+01   -0.1202604470E+02
       805   -0.6038527428E+00   -0.1842082601E+01    0.1914593012E+01   -0.9478395634E+02
       806   -0.2773640875E+01   -0.2345905056E+01    0.2048962444E+01   -0.2083555348E+03
       807   -0.2195894440E+01   -0.1920247114E+01    0.1916610550E+01   -0.1172767431E+03
       808   -0.3217307306E+01   -0.2738312155E+01    0.3283752216E+01   -0.4331422512E+01
       809   -0.2086257966E+01   -0.1825908396E+01    0.1975300101E+01   -0.7431050947E+02
       810   -0.2452133650E+01   -0.2671607735E+01    0.3014257933E+01   -0.5443632342E+02
       811   -0.1248473858E+01   -0.1610911145E+01    0.1876725725E+01   -0.3651743922E+02
       812   -0.2796435927E+01   -0.2290449907E+01    0.1927115193E+01   -0.2235614384E+03
       813   -0.2841671199E+01   -0.3157785368E+01    0.2247754210E+01   -0.3959597459E+03
       814   -0.2627192515E+01   -0.2244941028E+01    0.2460573753E+01   -0.7210188951E+02
       815   -0.2707462451E+01   -0.2301356524E+01    0.2544613649E+01   -0.6696334859E+02
       816   -0.2593656693E+01   -0.2305863234E+01    0.2549749920E+01   -0.6696103994E+02
       817   -0.1359197227E+01   -0.1765168799E+01    0.1881191764E+01   -0.8078157951E+02
       818   -0.2222364566E+01   -0.1987365273E+01    0.2132427646E+01   -0.8118539515E+02
       819   -0.2209398385E+01   -0.1990707701E+01    0.2135163424E+01   -0.8146152370E+02
       820   -0.2223944822E+01   -0.2051937666E+01    0.2170120073E+01   -0.9044337761E+02
       821   -0.1520301529E+01   -0.1511486327E+01    0.1775686616E+01   -0.3339164217E+02
       822   -0.3067150114E+01   -0.2422732229E+01    0.2465507641E+01   -0.1231742185E+03
       823   -0.2727454758E+01   -0.2485730195E+01    0.2044260363E+01   -0.2507428565E+03
       824   -0.2515919760E+01   -0.2281130989E+01    0.2213501367E+01   -0.1467004165E+03
       825   -0.2305697200E+01   -0.2463281195E+01    0.2685281539E+01   -0.7823575391E+02
       826   -0.2501939748E+01   -0.2870540071E+01    0.3264823655E+01   -0.4816363440E+02
       827   -0.2521638175E+01   -0.2869081754E+01    0.3260518072E+01   -0.4884853506E+02
       828   -0.2096614786E+01   -0.2169924408E+01    0.2303341323E+01   -0.9070580492E+02
       829   -0.2514577530E+01   -0.2869965163E+01    0.3259996640E+01   -0.4924359533E+02
       830   -0.3377036846E+01   -0.3005376858E+01    0.3285191201E+01   -0.8259412041E+02
       831   -0.3387534120E+01   -0.2995894795E+01    0.3273822243E+01   -0.8274450349E+02
       832   -0.2666080882E+01   -0.2902726129E+01    0.2295084603E+01   -0.3086103802E+03
       833   -0.2082981180E+01   -0.1714983589E+01    0.1980086245E+01   -0.4041090854E+02
       834   -0.2249282071E+01   -0.1666280585E+01    0.1997734914E+01   -0.2150319072E+02
       835   -0.5669279282E+00   -0.4702253463E+00    0.6812170087E+00   -0.1005075975E+02
       836   -0.3142075839E+01   -0.2894583463E+01    0.3356173103E+01   -0.3160165857E+02
       837   -0.2499458708E+01   -0.2138822590E+01    0.1948174815E+01   -0.1734657038E+03
       838   -0.2573140222E+01   -0.1962393619E+01    0.1649872499E+01   -0.1987186292E+03
       839   -0.1621623340E+01   -0.1462151430E+01    0.1710756132E+01   -0.3566946789E+02
       840   -0.1621636450E+01   -0.1462053631E+01    0.1710674014E+01   -0.3566192376E+02
       841   -0.3518770757E+00   -0.9367733513E+00    0.1162510777E+01   -0.2286266845E+02
       842   -0.2251494544E+01   -0.2259047968E+01    0.2083039938E+01   -0.1739618431E+03
       843   -0.3796453478E+00   -0.1417372547E+01    0.1731751661E+01   -0.1705100453E+02
       844   -0.1340880153E+01   -0.1607319624E+01    0.1756154086E+01   -0.6666405146E+02
       845   -0.3058129461E+01   -0.2844819098E+01    0.2137351580E+01   -0.3323816339E+03
       846   -0.1265648138E+01   -0.1088412361E+01    0.1329313786E+01   -0.2434273638E+02
       847   -0.3254186694E+01   -0.2779441446E+01    0.3330477010E+01   -0.4349178567E+01
       848   -0.1188066699E+01   -0.1078701433E+01    0.1333870064E+01   -0.2030425848E+02
       849   -0.1224189072E+01   -0.1077599985E+01    0.1332663698E+01   -0.2029215510E+02
       850   -0.2581985567E+01   -0.2210998624E+01    0.2425269179E+01   -0.7124468743E+02
       851   -0.1775783549E+01   -0.1456462597E+01    0.1683828072E+01   -0.4096345482E+02
       852   -0.1775784667E+01   -0.1456458350E+01    0.1683836501E+01   -0.4096002277E+02
       853   -0.2268941568E+01   -0.2403901701E+01    0.2086117502E+01   -0.2158164120E+03
       854   -0.2570442000E+01   -0.1995826741E+01    0.2225730008E+01   -0.5953002702E+02
       855   -0.1261554055E+01   -0.1387515787E+01    0.1688799103E+01   -0.1937609719E+02
       856   -0.1699538554E+01   -0.1588214261E+01    0.1767030632E+01   -0.5822376183E+02
       857   -0.8208153250E-01   -0.8541101945E-01    0.2672462397E+00   -0.3881406399E+01
       858   -0.2786363229E+01   -0.2271946335E+01    0.2009173956E+01   -0.1968762848E+03
       859   -0.8564268885E+00   -0.9417366294E+00    0.1115694788E+01   -0.3644010976E+02
       860   -0.1959125189E+01   -0.2293887002E+01    0.2371875833E+01   -0.1094687931E+03
       861   -0.2253756879E+01   -0.2441937285E+01    0.2201707872E+01   -0.1971007433E+03
       862   -0.9192704333E-01   -0.1119048080E+00    0.2693874481E+00   -0.1112814713E+02
       863   -0.3083085997E+01   -0.3065871839E+01    0.2104333341E+01   -0.4060140476E+03
       864   -0.1461996043E+01   -0.1492245396E+01    0.1559612649E+01   -0.8364654350E+02
       865   -0.2619428120E+01   -0.2356471389E+01    0.2041441060E+01   -0.2134132533E+03
       866   -0.2928804050E+01   -0.2755579125E+01    0.2201956823E+01   -0.2893856967E+03
       867   -0.1350395880E+01   -0.1501539280E+01    0.1647195972E+01   -0.6371636926E+02
       868   -0.5429061347E+00   -0.7599159129E+00    0.1042722472E+01   -0.1789761207E+01
       869   -0.2004976751E+01   -0.1851241555E+01    0.2030384819E+01   -0.6751365810E+02
       870   -0.2552836803E+01   -0.2702535098E+01    0.2942005587E+01   -0.8224165079E+02
       871   -0.1731805528E+01   -0.1478844843E+01    0.1787745695E+01   -0.2065970666E+02
       872   -0.2487046667E+01   -0.2874315032E+01    0.2257792915E+01   -0.3098960960E+03
       873   -0.2169500120E+01   -0.2622204227E+01    0.1972068921E+01   -0.3096098113E+03
       874   -0.2493626886E+01   -0.2870438893E+01    0.2256558269E+01   -0.3090743253E+03
       875   -0.2177196225E+01   -0.2620506037E+01    0.1972982914E+01   -0.3088732498E+03
       876   -0.2311824229E+01   -0.1833548155E+01    0.1607474936E+01   -0.1717536402E+03
       877   -0.1033870685E+01   -0.7633166770E+00    0.9741826606E+00   -0.2052928792E+02
       878   -0.2215460014E+01   -0.1868671732E+01    0.2108757170E+01   -0.5236296412E+02
       879   -0.2581184606E+01   -0.1663008085E+01    0.1448033703E+01   -0.1628030653E+03
       880   -0.1904777968E+01   -0.1708131809E+01    0.1943780526E+01   -0.4778942604E+02
       881   -0.2744879030E+01   -0.2420343129E+01    0.2410890944E+01   -0.1366056438E+03
       882   -0.7238210229E+00   -0.9805082144E+00    0.9543958417E+00   -0.8960049047E+02
       883   -0.1255702976E+00   -0.7366659173E-01    0.2373211860E+00   -0.8167997137E+01
       884   -0.1402858944E+01   -0.1610220653E+01    0.1835058856E+01   -0.4709757256E+02
       885   -0.1193453367E+01   -0.1436878444E+01    0.1673044472E+01   -0.3798786493E+02
       886   -0.5895295828E+00   -0.4910165507E+00    0.7229576143E+00   -0.5370040272E+01
       887   -0.2975989245E+01   -0.3380753201E+01    0.2451378612E+01   -0.4089125991E+03
       888   -0.2102191420E+01   -0.2492737465E+01    0.3021094736E+01    0.0000000000E+00
       889   -0.2460273835E+01   -0.2170587677E+01    0.2229760446E+01   -0.1099439325E+03
       890   -0.2144025620E+01   -0.2380329646E+01    0.2886006854E+01   -0.1863329897E+01
       891   -0.1283171848E+01   -0.1429742434E+01    0.1633043133E+01   -0.4623912491E+02
       892   -0.1439491360E+01   -0.1289139508E+01    0.1592096600E+01   -0.1543671473E+02
       893   -0.3176625649E+01   -0.3230215706E+01    0.2361712087E+01   -0.3877938347E+03
       894   -0.3114201879E+01   -0.3246555943E+01    0.2375845362E+01   -0.3889473782E+03
       895   -0.1229707176E+01   -0.1415485491E+01    0.1345060888E+01   -0.1165714848E+03
       896   -0.2221702100E+01   -0.2281211741E+01    0.2096384940E+01   -0.1770340875E+03
       897   -0.2065482476E+01   -0.1764329165E+01    0.1723708921E+01   -0.1212911342E+03
       898   -0.2692441058E+01   -0.2893378129E+01    0.2301544216E+01   -0.3041861779E+03
       899   -0.1946002538E+01   -0.1671357612E+01    0.1919799885E+01   -0.4316777535E+02
       900   -0.5276773318E+00   -0.7756884254E+00    0.8088349574E+00   -0.6696426750E+02
       901   -0.2172020892E+01   -0.2173653389E+01    0.1919154349E+01   -0.1912318965E+03
       902   -0.2075049079E+01   -0.2184369819E+01    0.1920708044E+01   -0.1939851669E+03
       903   -0.2773550248E+01   -0.2413858781E+01    0.2160287103E+01   -0.1995530005E+03
       904   -0.2671775524E+01   -0.2599492608E+01    0.2377737109E+01   -0.1979350627E+03
       905   -0.7118607357E+00   -0.1298260140E+01    0.1087435353E+01   -0.1487292448E+03
       906   -0.7118589004E+00   -0.1298287305E+01    0.1087436806E+01   -0.1487368672E+03
       907   -0.5983770517E+00   -0.8923894888E+00    0.1200355195E+01    0.0000000000E+00
       908   -0.2105820640E+01   -0.1620437019E+01    0.2001813163E+01   -0.6949455486E+01
       909   -0.2704674939E+01   -0.2826582893E+01    0.2315961664E+01   -0.2807875885E+03
       910   -0.1794205239E+01   -0.1772702974E+01    0.2042469161E+01   -0.4126114397E+02
       911   -0.2017541098E+01   -0.1585098003E+01    0.1864898673E+01   -0.3197781928E+02
       912   -0.2143939996E+01   -0.1973730446E+01    0.1586092362E+01   -0.2185630572E+03
       913   -0.1964080547E+01   -0.2777578210E+01    0.2026579364E+01   -0.3412510848E+03
       914   -0.3748228487E+00   -0.6784802659E+00    0.7890992274E+00   -0.4344972096E+02
       915   -0.1071507674E+01   -0.1223896491E+01    0.1542723208E+01   -0.9004321839E+01
       916   -0.2558082702E+01   -0.2517880520E+01    0.2208454712E+01   -0.2177155423E+03
       917   -0.1711365983E+01   -0.1300819725E+01    0.1364716271E+01   -0.7772220807E+02
       918   -0.2738751244E+01   -0.2970465154E+01    0.2067477550E+01   -0.3874606268E+03
       919   -0.1406144888E+01   -0.1594734767E+01    0.1757650269E+01   -0.6257132474E+02
       920   -0.3219358816E+01   -0.3106683648E+01    0.2742667353E+01   -0.2528290363E+03
       921   -0.2015806119E+01   -0.2301213766E+01    0.2601990596E+01   -0.5207208114E+02
       922   -0.3303197089E+01   -0.2806276026E+01    0.2406225525E+01   -0.2514479782E+03
       923   -0.1723981180E+01   -0.1857998925E+01    0.2287960442E+01   -0.2842383905E+01
       924   -0.1454852520E+01   -0.1803454223E+01    0.2236887006E+01    0.0000000000E+00
       925   -0.2364508262E+01   -0.2548877666E+01    0.2977574857E+01   -0.2779304734E+02
       926   -0.2266088908E+01   -0.2456099554E+01    0.2941326969E+01   -0.9856263043E+01
       927   -0.2126090045E+01   -0.2412735636E+01    0.2921029593E+01   -0.2341086345E+01
       928   -0.2027736484E+01   -0.2029204030E+01    0.2294781517E+01   -0.5148708202E+02
       929   -0.2197747161E+01   -0.2124131897E+01    0.2596021905E+01   -0.1476417686E+01
       930   -0.1880868986E+01   -0.1934754641E+01    0.2062979556E+01   -0.8366786886E+02
       931   -0.6342540907E+00   -0.9884980350E+00    0.1244352898E+01   -0.1691174170E+02
       932   -0.3004621601E-01   -0.3677030157E+00    0.4811699795E+00   -0.3163631180E+02
       933   -0.2182009576E+01   -0.2194515362E+01    0.2228709857E+01   -0.1172611456E+03
       934   -0.1643012009E+01   -0.1679626229E+01    0.2090792247E+01   -0.1349344001E+01
       935   -0.2124916124E+01   -0.1786134933E+01    0.2006318925E+01   -0.5457181024E+02
       936   -0.1452759549E+01   -0.1799678121E+01    0.2142611989E+01   -0.2328666163E+02
       937   -0.2980664566E+01   -0.2942322343E+01    0.2265602070E+01   -0.3278992955E+03
       938   -0.3332211185E+01   -0.2970064010E+01    0.3238379966E+01   -0.8431134182E+02
       939   -0.2121749918E+01   -0.2462292631E+01    0.1786069210E+01   -0.3106620785E+03
       940   -0.1478884619E+01   -0.1554739330E+01    0.1348623071E+01   -0.1566517885E+03
       941   -0.2684795917E+01   -0.2084050350E+01    0.1654236792E+01   -0.2334100153E+03
       942   -0.1673863513E+01   -0.1849339912E+01    0.1966547193E+01   -0.8347500052E+02
       943   -0.1417420043E+01   -0.9979397202E+00    0.8965663523E+00   -0.1096994129E+03
       944   -0.1458783569E+01   -0.1757804738E+01    0.1790115450E+01   -0.1021839659E+03
       945   -0.2418012786E+01   -0.2316380932E+01    0.2738120148E+01   -0.2130741705E+02
       946   -0.2433301336E+01   -0.2191073016E+01    0.2184699220E+01   -0.1276375878E+03
       947   -0.2373495002E+01   -0.1997852772E+01    0.2334254873E+01   -0.3204019028E+02
       948   -0.1794534935E+01   -0.2061760092E+01    0.2245580803E+01   -0.7380617247E+02
       949   -0.1289455302E+01   -0.1733726969E+01    0.2157557279E+01    0.0000000000E+00
       950   -0.3365043662E+01   -0.2986409230E+01    0.3265927916E+01   -0.8199461596E+02
       951   -0.2983966981E+01   -0.2364792260E+01    0.2029827921E+01   -0.2188687652E+03
       952   -0.1279113525E+01   -0.1434276113E+01    0.1816867615E+01    0.0000000000E+00
       953   -0.1460564442E+01   -0.1763574470E+01    0.2106769867E+01   -0.2193221543E+02
       954   -0.2652456709E+01   -0.2888745369E+01    0.2842489270E+01   -0.1628247669E+03
       955   -0.1484388296E+01   -0.1883747462E+01    0.1854433224E+01   -0.1226212848E+03
       956   -0.3002144477E+01   -0.2985001142E+01    0.3040438880E+01   -0.1399368910E+03
       957   -0.7256580190E+00   -0.1075307528E+01    0.1100804816E+01   -0.7962255968E+02
       958   -0.2268943215E+01   -0.2403891489E+01    0.2086118290E+01   -0.2158132012E+03
       959   -0.2921333897E+01   -0.3115693217E+01    0.3072381403E+01   -0.1701513791E+03
       960   -0.1114916966E+01   -0.1583078524E+01    0.1980324372E+01   -0.1510868301E+01
       961   -0.1484386583E+01   -0.1883669473E+01    0.1854347712E+01   -0.1226204522E+03
       962   -0.1916517105E+01   -0.2061858443E+01    0.2171867312E+01   -0.9291228477E+02
       963   -0.2012631210E+01   -0.1928458095E+01    0.2207257754E+01   -0.4447450231E+02
       964   -0.1190412226E+01   -0.1907269249E+01    0.2294082566E+01   -0.1576523056E+02
       965   -0.2115354853E+01   -0.2578559229E+01    0.3118735425E+01    0.0000000000E+00
       966   -0.3490090105E+01   -0.3266743955E+01    0.3159777589E+01   -0.1920088311E+03
       967   -0.1065789023E+01   -0.8939497329E+00    0.1190205565E+01   -0.3086139979E+01
       968   -0.3427961423E+01   -0.2783107132E+01    0.3262686982E+01   -0.2297266458E+02
       969   -0.2081912630E+01   -0.1793607225E+01    0.1853237679E+01   -0.9638960731E+02
       970   -0.2639336221E+01   -0.2838080759E+01    0.2069047474E+01   -0.3480747804E+03
       971   -0.1915283355E+01   -0.1504909099E+01    0.1373072080E+01   -0.1356522300E+03
       972   -0.2029703267E+01   -0.1780411586E+01    0.1841502860E+01   -0.9554124227E+02
