     Index              y_true              y_pred        descriptor_1
       858   -0.2786363229E+01   -0.2244519772E+01    0.6695593087E+01
       859   -0.8564268885E+00   -0.1140748186E+01    0.2779446839E+01
       860   -0.1959125189E+01   -0.2433682563E+01    0.7366736614E+01
       861   -0.2253756879E+01   -0.2516956339E+01    0.7662189308E+01
       862   -0.9192704333E-01   -0.4241251694E+00    0.2368913173E+00
       863   -0.3083085997E+01   -0.2435794338E+01    0.7374229124E+01
       864   -0.1461996043E+01   -0.1739254513E+01    0.4902928126E+01
       865   -0.2619428120E+01   -0.2672557522E+01    0.8214257322E+01
       866   -0.2928804050E+01   -0.2248420105E+01    0.6709431346E+01
       867   -0.1350395880E+01   -0.1897518916E+01    0.5464445159E+01
       868   -0.5429061347E+00   -0.8118619143E+00    0.1612568875E+01
       869   -0.2004976751E+01   -0.1928089072E+01    0.5572907097E+01
       870   -0.2552836803E+01   -0.2946716404E+01    0.9186964258E+01
       871   -0.1731805528E+01   -0.1763171749E+01    0.4987785714E+01
       872   -0.2487046667E+01   -0.2399357438E+01    0.7244952171E+01
       873   -0.2169500120E+01   -0.2004796618E+01    0.5845063012E+01
       874   -0.2493626886E+01   -0.2399139947E+01    0.7244180519E+01
       875   -0.2177196225E+01   -0.2007891208E+01    0.5856042519E+01
       876   -0.2311824229E+01   -0.1897097693E+01    0.5462950675E+01
       877   -0.1033870685E+01   -0.9669894958E+00    0.2162956568E+01
       878   -0.2215460014E+01   -0.2002177392E+01    0.5835770082E+01
       879   -0.2581184606E+01   -0.1795260301E+01    0.5101634869E+01
       880   -0.1904777968E+01   -0.1904779459E+01    0.5490205333E+01
       881   -0.2744879030E+01   -0.2536083325E+01    0.7730051241E+01
       882   -0.7238210229E+00   -0.9096099296E+00    0.1959375704E+01
       883   -0.1255702976E+00   -0.4110515854E+00    0.1905066600E+00
       884   -0.1402858944E+01   -0.1782136606E+01    0.5055072417E+01
       885   -0.1193453367E+01   -0.1658421645E+01    0.4616135699E+01
       886   -0.5895295828E+00   -0.9491035951E+00    0.2099497965E+01
       887   -0.2975989245E+01   -0.2137642238E+01    0.6316395020E+01
       888   -0.2102191420E+01   -0.2600294356E+01    0.7957869924E+01
       889   -0.2460273835E+01   -0.2127729126E+01    0.6281223617E+01
       890   -0.2144025620E+01   -0.2574713508E+01    0.7867109894E+01
       891   -0.1283171848E+01   -0.1892018716E+01    0.5444930628E+01
       892   -0.1439491360E+01   -0.1705519705E+01    0.4783238108E+01
       893   -0.3176625649E+01   -0.2598155900E+01    0.7950282750E+01
       894   -0.3114201879E+01   -0.2625055530E+01    0.8045721774E+01
       895   -0.1229707176E+01   -0.1321874372E+01    0.3422076748E+01
       896   -0.2221702100E+01   -0.2551789829E+01    0.7785777412E+01
       897   -0.2065482476E+01   -0.1954686153E+01    0.5667272688E+01
       898   -0.2692441058E+01   -0.2525632522E+01    0.7692972126E+01
       899   -0.1946002538E+01   -0.1945397994E+01    0.5634318597E+01
       900   -0.5276773318E+00   -0.8202191549E+00    0.1642220097E+01
       901   -0.2172020892E+01   -0.1943603494E+01    0.5627951767E+01
       902   -0.2075049079E+01   -0.1946172897E+01    0.5637067927E+01
       903   -0.2773550248E+01   -0.2836946029E+01    0.8797502483E+01
       904   -0.2671775524E+01   -0.2877448230E+01    0.8941202993E+01
       905   -0.7118607357E+00   -0.1032748105E+01    0.2396266007E+01
       906   -0.7118589004E+00   -0.1032749910E+01    0.2396272412E+01
       907   -0.5983770517E+00   -0.1008942279E+01    0.2311803700E+01
       908   -0.2105820640E+01   -0.1895741044E+01    0.5458137329E+01
       909   -0.2704674939E+01   -0.2480907469E+01    0.7534289070E+01
       910   -0.1794205239E+01   -0.1754087669E+01    0.4955555688E+01
       911   -0.2017541098E+01   -0.1912341205E+01    0.5517034166E+01
       912   -0.2143939996E+01   -0.1697057690E+01    0.4753215148E+01
       913   -0.1964080547E+01   -0.2266644268E+01    0.6774090092E+01
       914   -0.3748228487E+00   -0.8012788067E+00    0.1575020348E+01
       915   -0.1071507674E+01   -0.1607849497E+01    0.4436707336E+01
       916   -0.2558082702E+01   -0.2859897353E+01    0.8878933044E+01
       917   -0.1711365983E+01   -0.1032835487E+01    0.2396576036E+01
       918   -0.2738751244E+01   -0.2125779003E+01    0.6274304643E+01
       919   -0.1406144888E+01   -0.1664777139E+01    0.4638684787E+01
       920   -0.3219358816E+01   -0.2434476001E+01    0.7369551709E+01
       921   -0.2015806119E+01   -0.2027622043E+01    0.5926046891E+01
       922   -0.3303197089E+01   -0.2181283879E+01    0.6471234166E+01
       923   -0.1723981180E+01   -0.1692310517E+01    0.4736372332E+01
       924   -0.1454852520E+01   -0.1557843524E+01    0.4259287743E+01
       925   -0.2364508262E+01   -0.2583535431E+01    0.7898409795E+01
       926   -0.2266088908E+01   -0.2451112085E+01    0.7428576002E+01
       927   -0.2126090045E+01   -0.2139965964E+01    0.6324639526E+01
       928   -0.2027736484E+01   -0.1824012866E+01    0.5203648048E+01
       929   -0.2197747161E+01   -0.2118830661E+01    0.6249652148E+01
       930   -0.1880868986E+01   -0.2088032232E+01    0.6140380305E+01
       931   -0.6342540907E+00   -0.1162534132E+01    0.2856742677E+01
       932   -0.3004621601E-01   -0.5746607723E+00    0.7709868170E+00
       933   -0.2182009576E+01   -0.2232036601E+01    0.6651303197E+01
       934   -0.1643012009E+01   -0.1586697420E+01    0.4361660444E+01
       935   -0.2124916124E+01   -0.1954027342E+01    0.5664935248E+01
       936   -0.1452759549E+01   -0.1625903951E+01    0.4500763961E+01
       937   -0.2980664566E+01   -0.2673886330E+01    0.8218971890E+01
       938   -0.3332211185E+01   -0.3221661653E+01    0.1016246120E+02
       939   -0.2121749918E+01   -0.1751687075E+01    0.4947038457E+01
       940   -0.1478884619E+01   -0.1370754375E+01    0.3595501432E+01
       941   -0.2684795917E+01   -0.1915764156E+01    0.5529178689E+01
       942   -0.1673863513E+01   -0.1937902633E+01    0.5607725295E+01
       943   -0.1417420043E+01   -0.7548324659E+00    0.1410230218E+01
       944   -0.1458783569E+01   -0.1839455090E+01    0.5258436564E+01
       945   -0.2418012786E+01   -0.2250616054E+01    0.6717222503E+01
       946   -0.2433301336E+01   -0.2244645096E+01    0.6696037734E+01
       947   -0.2373495002E+01   -0.1848245161E+01    0.5289623456E+01
       948   -0.1794534935E+01   -0.1789466718E+01    0.5081079421E+01
       949   -0.1289455302E+01   -0.1252179802E+01    0.3174802644E+01
       950   -0.3365043662E+01   -0.3288064115E+01    0.1039805501E+02
       951   -0.2983966981E+01   -0.2108214948E+01    0.6211987936E+01
       952   -0.1279113525E+01   -0.1474283580E+01    0.3962819739E+01
       953   -0.1460564442E+01   -0.1820275153E+01    0.5190386763E+01
       954   -0.2652456709E+01   -0.2982772905E+01    0.9314891568E+01
       955   -0.1484388296E+01   -0.1961729007E+01    0.5692260506E+01
       956   -0.3002144477E+01   -0.2848899220E+01    0.8839912022E+01
       957   -0.7256580190E+00   -0.1074957453E+01    0.2546023425E+01
       958   -0.2268943215E+01   -0.2461638470E+01    0.7465923278E+01
       959   -0.2921333897E+01   -0.3287584322E+01    0.1039635272E+02
       960   -0.1114916966E+01   -0.1611733542E+01    0.4450487802E+01
       961   -0.1484386583E+01   -0.1961581047E+01    0.5691735552E+01
       962   -0.1916517105E+01   -0.2376295458E+01    0.7163129005E+01
       963   -0.2012631210E+01   -0.1749092452E+01    0.4937832819E+01
       964   -0.1190412226E+01   -0.1368855652E+01    0.3588764826E+01
       965   -0.2115354853E+01   -0.2657041733E+01    0.8159207801E+01
       966   -0.3490090105E+01   -0.3227637288E+01    0.1018366256E+02
       967   -0.1065789023E+01   -0.9691869443E+00    0.2170753045E+01
       968   -0.3427961423E+01   -0.2646875617E+01    0.8123138745E+01
       969   -0.2081912630E+01   -0.1752234358E+01    0.4948980199E+01
       970   -0.2639336221E+01   -0.2284513515E+01    0.6837489609E+01
       971   -0.1915283355E+01   -0.1673224573E+01    0.4668656013E+01
       972   -0.2029703267E+01   -0.1885554270E+01    0.5421994979E+01
       973   -0.1406075950E+01   -0.1617021669E+01    0.4469249908E+01
       974   -0.1175108511E+01   -0.1558730939E+01    0.4262436265E+01
       975   -0.1169737999E+01   -0.1559991057E+01    0.4266907123E+01
       976   -0.2515951175E+01   -0.2151460784E+01    0.6365422778E+01
       977   -0.8696463125E-01   -0.5445345655E+00    0.6641000000E+00
       978   -0.3053445082E+01   -0.2456529577E+01    0.7447797089E+01
       979   -0.1486931477E+01   -0.1897019690E+01    0.5462673923E+01
       980   -0.7232324857E+00   -0.9108527697E+00    0.1963785261E+01
       981   -0.4922094941E-01   -0.5816218612E+00    0.7956845378E+00
       982   -0.1987249000E-01   -0.6234239471E+00    0.9439970000E+00
       983   -0.1717049810E+01   -0.1911901341E+01    0.5515473543E+01
       984   -0.1133464054E+01   -0.7363719890E+00    0.1344733037E+01
       985   -0.1118430272E+01   -0.7150328864E+00    0.1269022584E+01
       986   -0.1242081832E+01   -0.1850342692E+01    0.5297065427E+01
       987   -0.1672498058E+01   -0.1646270852E+01    0.4573025072E+01
       988   -0.1207941191E+01   -0.1720249514E+01    0.4835498998E+01
       989   -0.1866377284E+01   -0.1251752875E+01    0.3173287920E+01
       990   -0.4165112333E-01   -0.4221115090E+00    0.2297469148E+00
       991   -0.1017336367E+00   -0.4207306878E+00    0.2248478054E+00
       992   -0.1466328171E+01   -0.1062232800E+01    0.2500876761E+01
       993   -0.6109001681E+00   -0.1261690836E+01    0.3208547490E+01
       994   -0.2174952288E+01   -0.2110190103E+01    0.6218995722E+01
       995   -0.2748528061E+01   -0.2689030656E+01    0.8272703475E+01
       996   -0.5959179315E+00   -0.8199036396E+00    0.1641100659E+01
       997   -0.2093187855E+01   -0.2016233811E+01    0.5885641806E+01
       998   -0.6861543618E+00   -0.1026224037E+01    0.2373118824E+01
       999   -0.7420065878E+00   -0.9514392707E+00    0.2107784867E+01
      1000   -0.5609912377E+00   -0.7800895523E+00    0.1499841552E+01
      1001   -0.2727737483E+01   -0.2233199042E+01    0.6655427502E+01
      1002   -0.2143240268E+01   -0.1929482661E+01    0.5577851504E+01
      1003   -0.3214042730E+01   -0.2548743552E+01    0.7774969322E+01
      1004   -0.2841998271E+01   -0.1965687417E+01    0.5706304819E+01
      1005   -0.2514563788E+01   -0.1951238129E+01    0.5655039208E+01
      1006   -0.2254566814E+01   -0.1866433912E+01    0.5354156563E+01
      1007   -0.6824919420E+00   -0.1178648480E+01    0.2913915866E+01
      1008   -0.2641381089E+01   -0.2343136887E+01    0.7045483457E+01
      1009   -0.1876139274E+01   -0.1989099996E+01    0.5789371900E+01
      1010   -0.2516985449E+01   -0.2149510395E+01    0.6358502862E+01
      1011   -0.2795018781E+01   -0.2127913833E+01    0.6281878949E+01
      1012   -0.2231063543E+01   -0.2318195503E+01    0.6956992224E+01
      1013   -0.3148513104E+01   -0.2705765696E+01    0.8332078859E+01
      1014   -0.2126939458E+01   -0.2265992210E+01    0.6771776611E+01
      1015   -0.1299870063E+01   -0.1110587623E+01    0.2672438127E+01
      1016   -0.1261591902E+01   -0.1828895460E+01    0.5220971336E+01
      1017   -0.2373923530E+01   -0.2225142518E+01    0.6626843210E+01
      1018   -0.1827759329E+01   -0.1862642829E+01    0.5340705919E+01
      1019   -0.2044365401E+01   -0.1984128493E+01    0.5771733168E+01
      1020   -0.2035976907E+01   -0.1992556663E+01    0.5801636044E+01
      1021   -0.3016680934E+01   -0.2638593731E+01    0.8093754878E+01
      1022   -0.3646173885E+00   -0.9782698479E+00    0.2202978896E+01
      1023   -0.1828189693E+01   -0.1899563530E+01    0.5471699386E+01
      1024   -0.6268896733E+00   -0.9211311891E+00    0.2000252764E+01
      1025   -0.1661273845E+01   -0.1422915256E+01    0.3780566568E+01
      1026   -0.1142726949E+01   -0.7303881591E+00    0.1323502600E+01
      1027   -0.3380134874E+01   -0.2682591055E+01    0.8249855977E+01
      1028   -0.2606922234E+01   -0.2053629156E+01    0.6018319294E+01
      1029   -0.2121184379E+01   -0.1826368603E+01    0.5212006127E+01
      1030   -0.2043203341E+01   -0.1949879522E+01    0.5650218913E+01
      1031   -0.2196809052E+01   -0.1355647361E+01    0.3541902232E+01
      1032   -0.2722463556E+01   -0.2177339126E+01    0.6457238306E+01
      1033   -0.8245975270E+00   -0.8255216734E+00    0.1661033263E+01
      1034   -0.2894028673E+01   -0.2181566732E+01    0.6472237718E+01
      1035   -0.1854944246E+01   -0.1995812428E+01    0.5813187393E+01
      1036   -0.1545992304E+01   -0.1616892066E+01    0.4468790079E+01
      1037   -0.2459989790E+01   -0.1714045933E+01    0.4813488889E+01
      1038   -0.1366073490E+01   -0.1280827114E+01    0.3276442389E+01
      1039   -0.3468577799E+01   -0.2670884547E+01    0.8208321660E+01
      1040   -0.3010839733E+01   -0.2777147524E+01    0.8585339301E+01
      1041   -0.1833949702E+01   -0.2073466066E+01    0.6088700016E+01
      1042   -0.2342085065E+00   -0.6071231055E+00    0.8861621362E+00
      1043   -0.2619508362E+01   -0.1795917919E+01    0.5103968077E+01
      1044   -0.3230142851E+01   -0.3029567159E+01    0.9480916086E+01
      1045   -0.2417887521E+01   -0.2214615965E+01    0.6589495339E+01
      1046   -0.2418058307E+01   -0.2216032539E+01    0.6594521299E+01
      1047   -0.1144753429E+01   -0.1163727841E+01    0.2860977918E+01
      1048   -0.1701630695E+01   -0.1749077229E+01    0.4937778809E+01
      1049   -0.1710724813E+01   -0.1740967605E+01    0.4909006122E+01
      1050   -0.6338858523E+00   -0.6794594727E+00    0.1142809251E+01
      1051   -0.7485909778E+00   -0.1455992510E+01    0.3897923606E+01
      1052   -0.7268184546E+00   -0.1461048209E+01    0.3915861066E+01
      1053   -0.8605580323E+00   -0.1550154442E+01    0.4232007126E+01
      1054   -0.2791523315E+01   -0.3175563234E+01    0.9998905485E+01
      1055   -0.1181744383E+01   -0.1656875908E+01    0.4610651473E+01
      1056   -0.1565076039E+01   -0.1123055420E+01    0.2716673471E+01
      1057   -0.1033167831E+01   -0.1780178466E+01    0.5048125000E+01
      1058   -0.1590782725E+01   -0.1284730553E+01    0.3290291667E+01
      1059   -0.3256800007E+01   -0.3210603845E+01    0.1012322845E+02
      1060   -0.3038879036E+01   -0.1949893469E+01    0.5650268399E+01
      1061   -0.4646600700E+00   -0.1195683568E+01    0.2974355815E+01
      1062   -0.4772933746E+00   -0.6320329290E+00    0.9745413925E+00
      1063   -0.2155451663E+01   -0.1987663281E+01    0.5784274482E+01
      1064   -0.1594583649E+01   -0.1658733405E+01    0.4617241813E+01
      1065   -0.2250474237E+01   -0.2242559826E+01    0.6688639264E+01
      1066   -0.2536807874E+01   -0.2497550620E+01    0.7593338436E+01
      1067   -0.1436886318E+01   -0.1642654211E+01    0.4560193346E+01
      1068   -0.1381292834E+01   -0.1583572871E+01    0.4350574644E+01
      1069   -0.1822165233E+01   -0.1469214997E+01    0.3944836568E+01
      1070   -0.1712958462E+01   -0.2214292522E+01    0.6588347773E+01
      1071   -0.1738992968E+01   -0.1552882782E+01    0.4241687190E+01
      1072   -0.2105835011E+01   -0.1895641346E+01    0.5457783602E+01
      1073   -0.3699641004E+01   -0.2177204343E+01    0.6456760100E+01
      1074   -0.4125378233E+00   -0.5164285173E+00    0.5643806407E+00
      1075   -0.2101285017E+01   -0.2356851569E+01    0.7094142708E+01
      1076   -0.3027516335E+01   -0.1978656178E+01    0.5752317567E+01
      1077   -0.2571046168E+01   -0.1991432049E+01    0.5797645950E+01
      1078   -0.2104738335E+01   -0.2174096278E+01    0.6445732788E+01
      1079   -0.2104946988E+01   -0.2174535783E+01    0.6447292135E+01
      1080   -0.2104360508E+01   -0.2176109265E+01    0.6452874801E+01
      1081   -0.1824634332E+01   -0.2249258301E+01    0.6712405237E+01
      1082   -0.3104841342E+01   -0.2244392936E+01    0.6695143079E+01
      1083   -0.2760704456E+01   -0.2347041913E+01    0.7059338362E+01
      1084   -0.3488058530E+01   -0.2248721438E+01    0.6710500466E+01
      1085   -0.2832976713E+01   -0.2523234601E+01    0.7684464380E+01
      1086   -0.1583024424E+01   -0.2149845383E+01    0.6359691387E+01
      1087   -0.1952920347E+01   -0.1949398821E+01    0.5648513403E+01
      1088   -0.2307326001E+01   -0.2150546397E+01    0.6362178561E+01
      1089   -0.2269723769E+01   -0.2097308352E+01    0.6173291684E+01
      1090   -0.2373906067E+01   -0.2100110569E+01    0.6183233861E+01
      1091   -0.2368396629E+01   -0.1955632894E+01    0.5670631693E+01
      1092   -0.2859154011E+01   -0.2595682201E+01    0.7941506143E+01
      1093   -0.1206259422E+01   -0.1977437802E+01    0.5747994808E+01
      1094   -0.2272267406E+01   -0.2279899905E+01    0.6821120667E+01
      1095   -0.2252255329E+01   -0.2006801024E+01    0.5852174581E+01
      1096   -0.2585013689E+01   -0.2248677387E+01    0.6710344173E+01
      1097   -0.2171835107E+01   -0.2256738671E+01    0.6738945352E+01
      1098   -0.1803322318E+01   -0.2363551614E+01    0.7117914255E+01
      1099   -0.1618427772E+01   -0.1820241188E+01    0.5190266257E+01
      1100   -0.1311046053E+01   -0.1606810587E+01    0.4433021315E+01
      1101   -0.4165402858E+00   -0.4652991689E+00    0.3829753494E+00
      1102   -0.2183291928E+01   -0.1967929953E+01    0.5714261264E+01
      1103   -0.1501984429E+01   -0.1701155759E+01    0.4767754965E+01
      1104   -0.2445649746E+01   -0.1784278724E+01    0.5062672585E+01
      1105   -0.3101430501E+01   -0.2655202483E+01    0.8152682199E+01
      1106   -0.3023307249E+01   -0.2386750142E+01    0.7200221888E+01
      1107   -0.2586362455E+01   -0.2731917211E+01    0.8424863597E+01
      1108   -0.2819661933E+01   -0.3444754413E+01    0.1095398717E+02
      1109   -0.2250327034E+01   -0.2386245714E+01    0.7198432193E+01
      1110   -0.2042665484E+01   -0.1857991620E+01    0.5324203580E+01
      1111   -0.1984146309E+01   -0.2336412474E+01    0.7021625454E+01
      1112   -0.3145245736E+01   -0.3402304735E+01    0.1080337707E+02
      1113   -0.1900907293E+01   -0.1806592213E+01    0.5141840128E+01
      1114   -0.2695092537E+01   -0.2144405418E+01    0.6340390567E+01
      1115   -0.2442910385E+01   -0.2247725393E+01    0.6706966528E+01
      1116   -0.1724573464E+01   -0.1920267082E+01    0.5545154925E+01
      1117   -0.2258144268E+01   -0.2490420965E+01    0.7568042649E+01
      1118   -0.2554775846E+01   -0.1223715218E+01    0.3073811211E+01
      1119   -0.2386740195E+01   -0.1941565092E+01    0.5620719582E+01
      1120   -0.1503880440E+01   -0.2039889082E+01    0.5969569951E+01
      1121   -0.2180634785E+01   -0.2254936159E+01    0.6732550095E+01
      1122   -0.2715995686E+01   -0.2127012825E+01    0.6278682204E+01
      1123   -0.2555577233E+01   -0.1279653942E+01    0.3272280014E+01
      1124   -0.2838944917E+01   -0.2885303417E+01    0.8969072946E+01
      1125   -0.1296299738E+01   -0.1355569157E+01    0.3541624765E+01
      1126   -0.1476467485E+01   -0.1679012702E+01    0.4689192108E+01
      1127   -0.1057466333E+01   -0.1328022391E+01    0.3443889722E+01
      1128   -0.1926052051E+01   -0.1746354654E+01    0.4928119199E+01
      1129   -0.3223653044E+01   -0.2697442098E+01    0.8302547001E+01
      1130   -0.1471484123E+01   -0.1719072733E+01    0.4831323815E+01
      1131   -0.2449791938E+01   -0.3322194770E+01    0.1051914948E+02
      1132   -0.1385473273E+01   -0.1841186594E+01    0.5264579884E+01
      1133   -0.1561250583E+01   -0.1498048477E+01    0.4047136833E+01
      1134   -0.9575560626E+00   -0.1896973643E+01    0.5462510548E+01
      1135   -0.2924964156E+01   -0.2444230899E+01    0.7404161774E+01
      1136   -0.3000177585E+01   -0.2110890567E+01    0.6221480948E+01
      1137   -0.2744569843E+01   -0.2679599773E+01    0.8239243004E+01
      1138   -0.2470221946E+01   -0.2480320247E+01    0.7532205624E+01
      1139   -0.2464961652E+01   -0.2471363671E+01    0.7500427980E+01
      1140   -0.1782188150E+01   -0.1938516193E+01    0.5609902188E+01
      1141   -0.2043803673E+01   -0.2290098930E+01    0.6857306483E+01
      1142   -0.1764783996E+01   -0.2151452735E+01    0.6365394222E+01
      1143   -0.1779605421E+01   -0.1850567570E+01    0.5297863288E+01
      1144   -0.2283700376E+01   -0.1701270544E+01    0.4768162221E+01
      1145   -0.2423069801E+01   -0.2798726101E+01    0.8661899401E+01
      1146   -0.3257376769E+01   -0.2670427315E+01    0.8206699417E+01
      1147   -0.2492452763E+01   -0.1758786219E+01    0.4972225993E+01
      1148   -0.2510037320E+01   -0.1876119062E+01    0.5388519165E+01
      1149   -0.2280283717E+01   -0.1778698068E+01    0.5042872594E+01
      1150   -0.2094027119E+01   -0.2204519308E+01    0.6553672723E+01
      1151   -0.2369630536E+01   -0.2825358413E+01    0.8756389993E+01
      1152   -0.2394790228E+01   -0.2818061537E+01    0.8730500908E+01
      1153   -0.3251180022E+01   -0.3700203781E+01    0.1186031335E+02
      1154   -0.3274345524E+01   -0.3695655476E+01    0.1184417611E+02
      1155   -0.1295574454E+01   -0.1213349319E+01    0.3037033333E+01
      1156   -0.3354306202E+01   -0.2724498302E+01    0.8398541548E+01
      1157   -0.1877834162E+01   -0.2089085379E+01    0.6144116838E+01
      1158   -0.2606763216E+01   -0.2675628103E+01    0.8225151644E+01
      1159   -0.3094407042E+01   -0.2666761544E+01    0.8193693378E+01
      1160   -0.2677150601E+01   -0.2512967845E+01    0.7648038256E+01
      1161   -0.3039414557E+01   -0.2475230407E+01    0.7514147035E+01
      1162   -0.2887740065E+00   -0.4648253659E+00    0.3812943115E+00
      1163   -0.3253369347E+01   -0.3215422031E+01    0.1014032322E+02
      1164   -0.2273522762E+01   -0.2058501659E+01    0.6035606778E+01
      1165   -0.1989497228E+01   -0.1885061282E+01    0.5420245875E+01
      1166   -0.2332419882E+01   -0.2304465007E+01    0.6908276862E+01
      1167   -0.2140591899E+01   -0.2418018419E+01    0.7311160732E+01
      1168   -0.2184503319E+01   -0.2048008254E+01    0.5998376515E+01
      1169   -0.1710430848E+01   -0.1718934936E+01    0.4830834918E+01
      1170   -0.2003689528E+01   -0.1724108736E+01    0.4849191392E+01
      1171   -0.2045957592E+01   -0.1637689517E+01    0.4542578771E+01
      1172   -0.2012222455E+01   -0.1595047099E+01    0.4391284838E+01
      1173   -0.2149466260E+01   -0.2519584119E+01    0.7671512587E+01
      1174   -0.2228995398E+01   -0.2439554514E+01    0.7387570108E+01
      1175   -0.2454251475E+01   -0.2731145783E+01    0.8422126595E+01
      1176   -0.2743080283E+01   -0.2217883216E+01    0.6601087441E+01
      1177   -0.1205440620E+01   -0.1556914004E+01    0.4255989838E+01
      1178   -0.1571946403E+01   -0.1946127413E+01    0.5636906552E+01
      1179   -0.1439224039E+01   -0.2004592359E+01    0.5844338309E+01
      1180   -0.2593744662E+01   -0.2622212984E+01    0.8035636512E+01
      1181   -0.2579468732E+01   -0.2634062207E+01    0.8077677178E+01
      1182   -0.1933720220E+01   -0.2065246698E+01    0.6059537960E+01
      1183   -0.2043206613E+01   -0.1949874422E+01    0.5650200821E+01
      1184   -0.2656101484E+01   -0.2430837892E+01    0.7356643812E+01
      1185   -0.3238845462E+01   -0.2544713928E+01    0.7760672344E+01
      1186   -0.3214114538E+01   -0.2548743552E+01    0.7774969322E+01
      1187   -0.3475361808E+01   -0.3305934519E+01    0.1046145863E+02
      1188   -0.2111370422E+01   -0.2061673016E+01    0.6046858651E+01
      1189   -0.5492187065E+00   -0.8190506776E+00    0.1638074377E+01
      1190   -0.1350748414E+01   -0.1986290451E+01    0.5779403726E+01
      1191   -0.2461995504E+01   -0.2646725691E+01    0.8122606813E+01
      1192   -0.1918240936E+01   -0.2168016970E+01    0.6424163597E+01
      1193   -0.7322401988E+00   -0.1125694199E+01    0.2726035773E+01
      1194   -0.2261228728E+01   -0.2780499118E+01    0.8597230648E+01
      1195   -0.1444013750E+01   -0.2011213006E+01    0.5867828151E+01
      1196   -0.2736764919E+01   -0.3125888150E+01    0.9822659876E+01
      1197   -0.1461996183E+01   -0.1739254513E+01    0.4902928126E+01
      1198   -0.3996475718E+01   -0.3057433204E+01    0.9579783919E+01
      1199   -0.2287745322E+01   -0.2557703153E+01    0.7806757698E+01
      1200   -0.1899807603E+01   -0.1931733064E+01    0.5585835861E+01
      1201   -0.1748696428E+01   -0.1937643770E+01    0.5606806859E+01
      1202   -0.1750919663E+01   -0.1938688746E+01    0.5610514401E+01
      1203   -0.1998927565E+01   -0.2226372959E+01    0.6631208777E+01
      1204   -0.2218058619E+01   -0.1813046590E+01    0.5164740053E+01
      1205   -0.2245325698E+01   -0.2509146844E+01    0.7634481469E+01
      1206   -0.2238326535E+01   -0.2089911621E+01    0.6147048320E+01
      1207   -0.3065605201E+01   -0.2072248456E+01    0.6084379976E+01
      1208   -0.2852284785E+01   -0.1967829667E+01    0.5713905453E+01
      1209   -0.2432111981E+01   -0.1898111422E+01    0.5466547354E+01
      1210   -0.9682562800E+00   -0.1399599161E+01    0.3697841809E+01
      1211   -0.1812043594E+01   -0.1417280346E+01    0.3760574090E+01
      1212   -0.1878383342E+00   -0.6136756955E+00    0.9094105156E+00
      1213   -0.1698407855E+01   -0.1905115086E+01    0.5491396129E+01
      1214   -0.9227866542E-01   -0.4242939260E+00    0.2374900603E+00
      1215   -0.1773840375E+01   -0.2566743144E+01    0.7838831295E+01
      1216   -0.1694219614E+01   -0.2238278265E+01    0.6673448420E+01
      1217   -0.2517866968E+01   -0.2339256321E+01    0.7031715331E+01
      1218   -0.2352402283E+01   -0.1992856011E+01    0.5802698122E+01
      1219   -0.2572218104E+01   -0.2160468275E+01    0.6397381069E+01
      1220   -0.2524130478E+01   -0.2333712630E+01    0.7012046495E+01
      1221   -0.2577724011E+01   -0.2159962149E+01    0.6395585349E+01
      1222   -0.2410207931E+01   -0.1882494130E+01    0.5411137699E+01
      1223   -0.2007950774E+01   -0.1723236441E+01    0.4846096520E+01
      1224   -0.2581644547E+01   -0.2711249141E+01    0.8351533946E+01
      1225   -0.7723139333E-02   -0.4079971812E+00    0.1796697314E+00
      1226   -0.1961658926E+01   -0.1890675416E+01    0.5440164643E+01
      1227   -0.2539261500E+00   -0.1056808841E+01    0.2481632729E+01
      1228   -0.1667728573E+01   -0.1581725395E+01    0.4344019859E+01
      1229   -0.9954982717E+00   -0.1045000692E+01    0.2439737794E+01
      1230   -0.2446103343E+01   -0.2318659862E+01    0.6958639756E+01
      1231   -0.5648576028E+00   -0.4408750810E+00    0.2963194675E+00
      1232   -0.1569306848E+01   -0.1325732326E+01    0.3435764646E+01
      1233   -0.1619186349E+01   -0.1189277927E+01    0.2951628804E+01
      1234   -0.2848542708E+00   -0.6814378471E+00    0.1149828460E+01
      1235   -0.2973407675E+01   -0.1884090057E+01    0.5416800000E+01
      1236   -0.1524319781E+00   -0.6609377419E+00    0.1077094743E+01
      1237   -0.9350619683E+00   -0.1129623893E+01    0.2739978202E+01
      1238   -0.2709021346E+01   -0.1779056888E+01    0.5044145679E+01
      1239   -0.3286409136E+01   -0.2876427558E+01    0.8937581682E+01
      1240   -0.3801436558E+00   -0.8696019136E+00    0.1817428544E+01
      1241   -0.3125603696E+00   -0.5092201961E+00    0.5388057477E+00
      1242   -0.1129890695E+01   -0.8928749595E+00    0.1900000566E+01
      1243   -0.2275772910E+01   -0.2141552882E+01    0.6330269861E+01
      1244   -0.4368657728E+00   -0.4531584977E+00    0.3399006365E+00
      1245   -0.4695143094E+00   -0.4433661474E+00    0.3051576914E+00
      1246   -0.2390828407E+00   -0.3997892255E+00    0.1505481673E+00
      1247   -0.1854448211E+00   -0.3967408616E+00    0.1397326698E+00
      1248   -0.8063664480E+00   -0.1103816671E+01    0.2648415006E+01
      1249   -0.2225783520E+01   -0.1937243644E+01    0.5605387222E+01
